model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2017,18995,Manual,14554,Diesel,145,67.3,2.0
 Focus,2019,15995,Manual,8333,Petrol,145,58.9,1.0
 Focus,2017,12495,Manual,30130,Petrol,145,50.4,1.5
 Focus,2013,6199,Manual,36000,Petrol,20,58.9,1.0
 Focus,2016,9999,Manual,18000,Diesel,0,74.3,1.5
 Focus,2016,9999,Manual,16000,Petrol,20,60.1,1.0
 Focus,2012,5999,Manual,44988,Petrol,30,56.5,1.0
 Focus,2009,2499,Manual,85000,Petrol,200,42.2,1.6
 Focus,2017,15940,Manual,29984,Diesel,145,67.3,2.0
 Focus,2016,9990,Manual,14776,Petrol,20,61.4,1.0
 Focus,2013,4975,Automatic,76000,Petrol,160,44.8,1.6
 Focus,2013,6450,Manual,50475,Diesel,20,67.3,1.6
 Focus,2011,3995,Automatic,66164,Petrol,205,42.2,1.6
 Focus,2014,8000,Manual,20730,Petrol,30,56.5,1.0
 Focus,2019,17780,Manual,10944,Diesel,145,62.8,1.5
 Focus,2017,9990,Manual,42500,Diesel,150,74.3,1.5
 Focus,2017,11290,Manual,37820,Diesel,145,74.3,1.5
 Focus,2015,6977,Manual,68000,Diesel,20,67.3,1.6
 Focus,2016,8977,Manual,69000,Diesel,0,74.3,1.5
 Focus,2017,10690,Manual,37351,Diesel,0,74.3,1.5
 Focus,2017,15997,Manual,15164,Petrol,200,41.5,2.0
 Focus,2015,7990,Manual,42000,Diesel,0,74.3,1.5
 Focus,2016,10690,Automatic,8000,Petrol,125,51.4,1.0
 Focus,2012,5995,Manual,59000,Petrol,145,47.9,1.6
 Focus,2015,9700,Manual,42741,Diesel,0,74.3,1.5
 Focus,2013,6800,Manual,42817,Diesel,20,67.3,1.6
 Focus,2018,13000,Manual,18332,Petrol,150,57.7,1.0
 Focus,2017,12895,Manual,13000,Petrol,150,60.1,1.0
 Focus,2016,10995,Automatic,14127,Petrol,125,51.4,1.0
 Focus,2016,11500,Manual,37446,Diesel,0,74.3,1.5
 Focus,2019,18800,Automatic,17476,Diesel,150,64.2,2.0
 Focus,2015,9175,Automatic,17180,Petrol,160,44.8,1.6
 Focus,2014,6995,Manual,32887,Petrol,150,47.9,1.6
 Focus,2017,12000,Manual,31727,Diesel,0,74.3,1.5
 Focus,2017,12000,Manual,31249,Diesel,0,74.3,1.5
 Focus,2015,8500,Manual,46342,Diesel,0,74.3,1.5
 Focus,2017,10700,Manual,31386,Petrol,150,60.1,1.0
 Focus,2017,10495,Manual,13000,Petrol,20,61.4,1.0
 Focus,2015,10500,Manual,52571,Diesel,20,70.6,2.0
 Focus,2017,13500,Manual,12890,Petrol,125,51.4,1.5
 Focus,2015,8500,Manual,40000,Diesel,20,67.3,1.6
 Focus,2015,6250,Manual,111000,Diesel,0,74.3,1.5
 Focus,2016,9400,Manual,43000,Diesel,0,74.3,1.5
 Focus,2017,11990,Manual,25000,Diesel,145,74.3,1.5
 Focus,2017,24990,Manual,18000,Petrol,145,36.7,2.3
 Focus,2016,11990,Manual,45000,Petrol,200,41.5,2.0
 Focus,2016,7990,Manual,57000,Diesel,0,74.3,1.5
 Focus,2017,10990,Manual,22000,Petrol,145,60.1,1.0
 Focus,2016,6490,Manual,90000,Diesel,0,74.3,1.5
 Focus,2016,8490,Manual,35000,Diesel,0,74.3,1.5
 Focus,2016,7990,Manual,52000,Diesel,0,74.3,1.5
 Focus,2017,8990,Manual,40000,Petrol,145,60.1,1.0
 Focus,2014,5990,Manual,58000,Diesel,20,67.3,1.6
 Focus,2015,6490,Manual,62000,Diesel,0,74.3,1.5
 Focus,2016,6990,Manual,45000,Petrol,20,61.4,1.0
 Focus,2016,7990,Manual,28000,Diesel,0,74.3,1.5
 Focus,2016,9500,Manual,46000,Diesel,0,74.3,1.5
 Focus,2014,8990,Manual,76000,Petrol,235,39.2,2.0
 Focus,2016,7990,Manual,32000,Diesel,0,74.3,1.5
 Focus,2010,7490,Manual,54000,Petrol,325,30.4,2.5
 Focus,2013,9490,Manual,67000,Petrol,235,39.2,2.0
 Focus,2016,15500,Manual,28344,Diesel,20,67.3,0.0
 Focus,2015,6990,Manual,48000,Diesel,0,74.3,1.5
 Focus,2017,10490,Manual,34000,Diesel,20,70.6,2.0
 Focus,2013,7300,Manual,48881,Diesel,20,67.3,1.6
 Focus,2019,14300,Manual,1625,Petrol,145,58.9,1.0
 Focus,2015,6490,Manual,69000,Diesel,0,74.3,1.5
 Focus,2015,14300,Manual,40457,Diesel,20,67.3,0.0
 Focus,2017,17000,Manual,31357,Petrol,200,41.5,2.0
 Focus,2015,10490,Manual,50000,Diesel,20,67.3,2.0
 Focus,2017,10490,Manual,29000,Diesel,145,74.3,1.5
 Focus,2016,6990,Manual,56000,Diesel,0,74.3,1.5
 Focus,2016,7490,Manual,58000,Diesel,0,74.3,1.5
 Focus,2015,6490,Manual,69000,Diesel,0,74.3,1.5
 Focus,2015,10990,Manual,47000,Petrol,200,41.5,2.0
 Focus,2015,9657,Automatic,9281,Petrol,160,44.8,1.6
 Focus,2017,15490,Manual,23000,Diesel,145,67.3,2.0
 Focus,2014,7999,Manual,45918,Diesel,20,67.3,1.6
 Focus,2015,11490,Manual,45000,Diesel,20,67.3,2.0
 Focus,2018,19999,Manual,7918,Petrol,145,41.5,2.0
 Focus,2013,5939,Manual,70199,Diesel,20,67.3,1.6
 Focus,2017,11748,Manual,22638,Petrol,145,51.4,1.5
 Focus,2015,12999,Manual,48542,Diesel,20,67.3,2.0
 Focus,2016,9799,Manual,22333,Diesel,0,74.3,1.5
 Focus,2013,6799,Automatic,45194,Petrol,160,44.8,1.6
 Focus,2014,7096,Manual,53767,Diesel,20,67.3,1.6
 Focus,2017,17299,Manual,26062,Diesel,145,67.3,2.0
 Focus,2012,4795,Manual,73626,Diesel,20,67.3,1.6
 Focus,2016,7500,Manual,82955,Diesel,0,74.3,1.5
 Focus,2012,6000,Manual,73913,Diesel,20,67.3,1.6
 Focus,2015,9800,Manual,29188,Diesel,20,67.3,1.6
 Focus,2019,18250,Automatic,3492,Diesel,145,64.2,2.0
 Focus,2019,16525,Automatic,3220,Diesel,145,64.2,2.0
 Focus,2018,14525,Automatic,9534,Petrol,145,48.7,1.0
 Focus,2018,14575,Automatic,10999,Petrol,145,48.7,1.0
 Focus,2018,16000,Automatic,5675,Diesel,145,67.3,1.5
 Focus,2016,7842,Manual,71364,Diesel,0,74.3,1.5
 Focus,2018,18890,Manual,1454,Petrol,145,41.5,2.0
 Focus,2019,17199,Automatic,3305,Diesel,145,64.2,2.0
 Focus,2019,17999,Automatic,4134,Diesel,145,64.2,2.0
 Focus,2019,17999,Automatic,5491,Diesel,145,64.2,2.0
 Focus,2019,17499,Manual,1986,Diesel,145,62.8,2.0
 Focus,2015,8495,Manual,40746,Diesel,0,74.3,1.5
 Focus,2016,11200,Manual,38635,Petrol,0,74.3,1.5
 Focus,2017,11800,Automatic,22008,Petrol,145,51.4,1.0
 Focus,2016,9511,Manual,19276,Petrol,20,60.1,1.0
 Focus,2017,13395,Manual,13338,Petrol,145,57.7,1.0
 Focus,2013,6190,Manual,69000,Diesel,20,67.3,1.6
 Focus,2017,10750,Manual,23000,Petrol,145,60.1,1.0
 Focus,2015,7990,Manual,55000,Diesel,0,74.3,1.5
 Focus,2012,6500,Manual,66100,Diesel,20,67.3,1.6
 Focus,2017,12128,Manual,21399,Petrol,145,57.7,1.0
 Focus,2017,12270,Manual,18866,Petrol,145,57.7,1.0
 Focus,2015,9495,Manual,30408,Diesel,20,67.3,1.6
 Focus,2015,10299,Automatic,38286,Diesel,30,64.2,2.0
 Focus,2013,6545,Manual,47738,Diesel,20,67.3,1.6
 Focus,2014,7499,Manual,20798,Petrol,30,56.5,1.0
 Focus,2019,18200,Manual,5184,Diesel,145,70.6,2.0
 Focus,2019,16125,Manual,1388,Petrol,145,51.4,1.5
 Focus,2017,10099,Manual,28099,Diesel,0,74.3,1.5
 Focus,2015,8225,Manual,33786,Diesel,0,74.3,1.5
 Focus,2011,5999,Automatic,48370,Petrol,160,44.1,1.6
 Focus,2017,9999,Automatic,39198,Diesel,145,74.3,1.5
 Focus,2019,17999,Automatic,3824,Diesel,145,64.2,2.0
 Focus,2018,14650,Manual,11144,Diesel,145,74.3,1.5
 Focus,2016,9999,Manual,27343,Diesel,0,74.3,1.5
 Focus,2017,11999,Manual,18153,Petrol,145,51.4,1.5
 Focus,2017,18899,Manual,11010,Petrol,145,41.5,2.0
 Focus,2017,10671,Manual,36013,Diesel,145,74.3,1.5
 Focus,2019,18125,Automatic,3376,Diesel,145,64.2,2.0
 Focus,2019,17999,Manual,1291,Diesel,145,62.8,2.0
 Focus,2019,17850,Automatic,4233,Diesel,145,74.3,1.5
 Focus,2017,15400,Manual,10253,Diesel,20,67.3,2.0
 Focus,2017,11489,Manual,26549,Diesel,145,74.3,1.5
 Focus,2017,17451,Manual,14584,Diesel,145,67.3,2.0
 Focus,2016,9399,Manual,32041,Diesel,0,74.3,1.5
 Focus,2017,11695,Manual,21502,Diesel,145,74.3,1.5
 Focus,2017,11649,Manual,23765,Diesel,145,74.3,1.5
 Focus,2017,10752,Manual,22936,Petrol,145,60.1,1.0
 Focus,2017,10499,Manual,23077,Petrol,145,60.1,1.0
 Focus,2015,9799,Manual,28024,Diesel,0,74.3,1.5
 Focus,2014,7673,Automatic,30093,Petrol,160,44.8,1.6
 Focus,2018,10798,Manual,14678,Petrol,145,61.4,1.0
 Focus,2017,11799,Manual,17315,Diesel,145,74.3,1.5
 Focus,2015,8382,Automatic,34808,Petrol,160,44.8,1.6
 Focus,2018,12995,Manual,18670,Petrol,145,57.7,1.0
 Focus,2017,11295,Manual,19337,Petrol,145,60.1,1.0
 Focus,2019,18499,Manual,4945,Petrol,145,50.4,1.5
 Focus,2013,7182,Manual,56984,Diesel,20,67.3,1.6
 Focus,2018,14299,Manual,7498,Petrol,145,57.7,1.0
 Focus,2016,8490,Manual,20587,Petrol,20,61.4,1.0
 Focus,2016,13890,Manual,35842,Diesel,20,67.3,2.0
 Focus,2016,14690,Manual,31452,Diesel,20,67.3,2.0
 Focus,2013,5995,Manual,58610,Petrol,145,47.9,1.6
 Focus,2013,6143,Manual,40428,Petrol,20,58.9,1.0
 Focus,2015,12942,Manual,30768,Petrol,200,41.5,2.0
 Focus,2016,11499,Manual,24845,Diesel,20,70.6,2.0
 Focus,2017,11899,Manual,17445,Petrol,145,60.1,1.0
 Focus,2019,17999,Automatic,2594,Diesel,145,67.3,1.5
 Focus,2019,17999,Automatic,1480,Diesel,145,64.2,2.0
 Focus,2015,8899,Automatic,7802,Petrol,160,44.8,1.6
 Focus,2012,5379,Manual,71963,Petrol,145,47.9,1.6
 Focus,2014,8483,Manual,48739,Petrol,20,60.1,1.0
 Focus,2019,18699,Automatic,3588,Petrol,145,39.2,1.5
 Focus,2019,18599,Automatic,3720,Diesel,145,64.2,2.0
 Focus,2019,16999,Manual,4714,Diesel,145,57.7,1.5
 Focus,2017,12599,Manual,22111,Petrol,145,50.4,1.5
 Focus,2016,14999,Manual,32990,Diesel,20,67.3,2.0
 Focus,2018,13999,Manual,8666,Petrol,145,57.7,1.0
 Focus,2015,8350,Automatic,18403,Petrol,160,44.8,1.6
 Focus,2018,16999,Manual,9577,Diesel,145,74.3,1.5
 Focus,2019,17699,Automatic,1821,Diesel,145,74.3,1.5
 Focus,2012,7490,Manual,43325,Petrol,145,47.9,1.6
 Focus,2017,12500,Manual,8220,Diesel,0,74.3,1.5
 Focus,2011,5450,Manual,63000,Diesel,20,67.3,1.6
 Focus,2016,8940,Manual,48687,Diesel,0,74.3,1.5
 Focus,2015,7996,Manual,44000,Petrol,20,60.1,1.0
 Focus,2017,9699,Manual,23183,Petrol,145,60.1,1.0
 Focus,2017,12495,Automatic,20693,Petrol,145,46.3,1.5
 Focus,2014,7000,Manual,43016,Diesel,20,67.3,1.6
 Focus,2018,15999,Manual,16582,Petrol,145,41.5,2.0
 Focus,2017,10999,Manual,15555,Petrol,145,58.9,1.0
 Focus,2018,10999,Manual,10374,Petrol,145,61.4,1.0
 Focus,2014,8940,Automatic,29192,Petrol,160,44.8,1.6
 Focus,2014,6840,Manual,69000,Diesel,20,67.3,1.6
 Focus,2015,5750,Manual,78000,Diesel,20,67.3,1.6
 Focus,2016,8497,Manual,52821,Diesel,0,74.3,1.5
 Focus,2016,8470,Manual,89827,Diesel,0,74.3,1.5
 Focus,2013,5749,Manual,69000,Petrol,30,56.5,1.0
 Focus,2017,11333,Automatic,30452,Petrol,125,51.4,1.0
 Focus,2016,9797,Manual,25286,Diesel,0,74.3,1.5
 Focus,2017,10990,Manual,37287,Diesel,150,74.3,1.5
 Focus,2018,11970,Manual,37349,Diesel,150,74.3,1.5
 Focus,2019,15970,Automatic,404,Petrol,145,47.9,1.5
 Focus,2017,11797,Manual,12255,Petrol,20,60.1,1.0
 Focus,2016,7793,Manual,100000,Diesel,20,70.6,2.0
 Focus,2018,18490,Automatic,19398,Diesel,150,61.4,2.0
 Focus,2013,10899,Manual,55865,Petrol,235,39.2,2.0
 Focus,2016,7793,Manual,106000,Diesel,20,70.6,2.0
 Focus,2019,15500,Manual,3914,Petrol,145,60.1,1.0
 Focus,2011,4899,Manual,77543,Diesel,20,67.3,1.6
 Focus,2018,12539,Automatic,14952,Petrol,145,51.4,1.0
 Focus,2018,12089,Manual,28568,Diesel,145,74.3,1.5
 Focus,2016,10795,Manual,16300,Petrol,20,60.1,1.0
 Focus,2015,5492,Manual,114000,Diesel,0,74.3,1.5
 Focus,2018,15999,Manual,7873,Diesel,145,80.7,1.5
 Focus,2016,8999,Manual,65920,Diesel,0,74.3,1.5
 Focus,2017,11599,Automatic,22436,Petrol,145,51.4,1.0
 Focus,2019,18999,Automatic,4146,Petrol,145,47.9,1.5
 Focus,2016,9499,Manual,62664,Diesel,0,74.3,1.5
 Focus,2015,13084,Manual,40807,Petrol,200,41.5,2.0
 Focus,2016,13815,Manual,48628,Diesel,20,67.3,2.0
 Focus,2015,12787,Manual,39772,Diesel,20,67.3,2.0
 Focus,2016,9545,Automatic,33190,Diesel,20,67.3,1.5
 Focus,2016,22499,Manual,21000,Petrol,235,36.7,2.3
 Focus,2017,17098,Manual,22431,Diesel,145,67.3,2.0
 Focus,2016,9491,Manual,30380,Diesel,0,74.3,1.5
 Focus,2017,12499,Manual,52492,Petrol,145,50.4,1.5
 Focus,2014,11318,Manual,40402,Petrol,235,39.2,2.0
 Focus,2019,19000,Automatic,5310,Petrol,145,46.3,1.5
 Focus,2018,13449,Manual,15250,Petrol,145,57.7,1.0
 Focus,2017,18199,Manual,13000,Petrol,145,41.5,2.0
 Focus,2017,11999,Manual,26973,Petrol,145,57.7,1.0
 Focus,2019,18700,Automatic,3095,Diesel,145,64.2,2.0
 Focus,2019,15510,Manual,1786,Petrol,145,58.9,1.0
 Focus,2017,12012,Manual,20621,Petrol,145,57.7,1.0
 Focus,2019,17999,Automatic,3521,Diesel,145,64.2,2.0
 Focus,2015,9610,Manual,50332,Petrol,125,51.4,1.5
 Focus,2015,10295,Manual,23742,Diesel,0,74.3,1.5
 Focus,2017,12295,Manual,23016,Petrol,145,51.4,1.5
 Focus,2017,10999,Manual,13671,Petrol,145,60.1,1.0
 Focus,2017,12120,Manual,16853,Petrol,145,57.7,1.0
 Focus,2018,12499,Manual,17330,Diesel,145,74.3,1.5
 Focus,2015,7899,Manual,60482,Diesel,0,74.3,1.5
 Focus,2017,11999,Manual,20310,Diesel,145,74.3,1.5
 Focus,2016,15749,Manual,19664,Petrol,200,41.5,2.0
 Focus,2019,17699,Automatic,3252,Diesel,145,64.2,2.0
 Focus,2017,11500,Manual,2481,Petrol,145,60.1,1.0
 Focus,2018,12204,Manual,22688,Petrol,145,57.7,1.0
 Focus,2017,11389,Manual,36608,Diesel,145,74.3,1.5
 Focus,2016,9499,Manual,31309,Petrol,20,60.1,1.0
 Focus,2019,19500,Automatic,1520,Diesel,145,64.2,2.0
 Focus,2017,9995,Manual,34040,Diesel,0,74.3,1.5
 Focus,2016,8899,Manual,49470,Diesel,0,74.3,1.5
 Focus,2018,13799,Manual,14082,Petrol,145,57.7,1.0
 Focus,2016,10185,Automatic,53717,Diesel,30,64.2,2.0
 Focus,2017,16051,Manual,11035,Petrol,145,41.5,2.0
 Focus,2016,10210,Manual,21018,Diesel,0,74.3,1.5
 Focus,2012,5299,Manual,69000,Petrol,145,47.9,1.6
 Focus,2012,5499,Manual,59000,Petrol,145,47.9,1.6
 Focus,2012,3899,Manual,126000,Diesel,125,56.5,2.0
 Focus,2019,18498,Manual,5532,Petrol,145,48.7,1.0
 Focus,2015,6499,Manual,71500,Petrol,20,61.4,1.0
 Focus,2019,17999,Automatic,95,Petrol,145,48.7,1.0
 Focus,2019,15999,Manual,15000,Petrol,145,60.1,1.0
 Focus,2019,16799,Manual,4660,Petrol,145,60.1,1.0
 Focus,2019,15999,Manual,8340,Petrol,145,60.1,1.0
 Focus,2019,14999,Manual,6177,Petrol,145,58.9,1.0
 Focus,2019,16998,Manual,4152,Petrol,145,60.1,1.0
 Focus,2019,14499,Manual,10050,Petrol,145,60.1,1.0
 Focus,2019,14998,Manual,10464,Petrol,145,58.9,1.0
 Focus,2020,28998,Manual,2985,Petrol,145,34.5,2.3
 Focus,2019,17499,Automatic,5700,Diesel,145,50.4,1.5
 Focus,2019,18200,Manual,804,Petrol,145,48.7,1.0
 Focus,2017,12999,Automatic,17303,Petrol,125,51.4,1.0
 Focus,2018,18681,Manual,17515,Petrol,145,41.5,2.0
 Focus,2017,13249,Automatic,8727,Petrol,125,51.4,1.0
 Focus,2015,9933,Automatic,16186,Petrol,165,44.8,1.6
 Focus,2011,3999,Manual,127544,Petrol,150,47.9,1.6
 Focus,2017,11211,Manual,22766,Petrol,20,60.1,1.0
 Focus,2017,10483,Manual,25000,Diesel,150,74.3,1.5
 Focus,2017,10999,Automatic,45709,Petrol,150,46.3,1.5
 Focus,2019,17999,Manual,12014,Petrol,150,60.1,1.0
 Focus,2015,13583,Manual,21718,Diesel,20,67.3,2.0
 Focus,2018,11499,Manual,21023,Petrol,145,60.1,1.0
 Focus,2019,20499,Manual,3572,Diesel,145,70.6,2.0
 Focus,2014,5299,Manual,78767,Petrol,150,47.9,1.6
 Focus,2017,9499,Manual,30825,Petrol,150,61.4,1.0
 Focus,2019,16498,Manual,5826,Petrol,145,60.1,1.0
 Focus,2019,17499,Manual,8140,Petrol,150,60.1,1.0
 Focus,2017,10999,Manual,42632,Diesel,150,74.3,1.5
 Focus,2016,7999,Manual,51976,Petrol,20,61.4,1.0
 Focus,2019,15999,Manual,8706,Diesel,150,80.7,1.5
 Focus,2010,3699,Manual,60466,Diesel,160,51.4,2.0
 Focus,2015,6395,Manual,89770,Diesel,20,67.3,1.6
 Focus,2017,11299,Manual,23624,Diesel,0,74.3,1.5
 Focus,2018,11999,Manual,26898,Petrol,145,57.7,1.0
 Focus,2017,8999,Manual,33460,Petrol,20,60.1,1.0
 Focus,2012,4699,Manual,67226,Petrol,30,56.5,1.0
 Focus,2019,15124,Manual,17354,Diesel,145,74.3,1.5
 Focus,2019,23999,Manual,5834,Diesel,145,50.4,2.0
 Focus,2019,17998,Manual,10222,Diesel,145,74.3,1.5
 Focus,2019,18699,Automatic,4267,Petrol,145,51.4,1.0
 Focus,2016,8500,Manual,37695,Diesel,0,74.3,1.5
 Focus,2015,10000,Manual,19498,Diesel,0,74.3,1.5
 Focus,2017,8211,Manual,46282,Petrol,20,61.4,1.0
 Focus,2017,10587,Manual,50526,Diesel,0,74.3,1.5
 Focus,2012,4499,Manual,72279,Petrol,145,47.9,1.6
 Focus,2015,13499,Manual,30555,Diesel,20,67.3,2.0
 Focus,2018,14199,Manual,13883,Petrol,145,58.9,1.0
 Focus,2019,15699,Manual,9004,Petrol,145,60.1,1.0
 Focus,2019,15999,Manual,4857,Petrol,145,60.1,1.0
 Focus,2015,7000,Manual,76890,Diesel,0,74.3,1.5
 Focus,2013,4500,Manual,97930,Petrol,145,47.9,1.6
 Focus,2014,14800,Manual,35712,Petrol,235,39.2,2.0
 Focus,2016,8999,Manual,18086,Petrol,20,60.1,1.0
 Focus,2019,16300,Manual,15825,Petrol,150,60.1,1.0
 Focus,2016,6299,Manual,90378,Diesel,0,74.3,1.5
 Focus,2017,11768,Manual,15375,Petrol,145,57.7,1.0
 Focus,2017,11799,Manual,28333,Petrol,145,60.1,1.0
 Focus,2017,16499,Manual,32253,Diesel,145,67.3,2.0
 Focus,2018,13000,Manual,10834,Petrol,145,57.7,1.0
 Focus,2013,6999,Manual,29624,Diesel,20,67.3,1.6
 Focus,2015,9400,Manual,48153,Diesel,0,74.3,1.5
 Focus,2015,9500,Manual,33496,Diesel,0,74.3,1.5
 Focus,2013,6499,Manual,41048,Petrol,20,58.9,1.0
 Focus,2019,16998,Manual,5568,Petrol,145,60.1,1.0
 Focus,2019,14998,Manual,6564,Petrol,145,58.9,1.0
 Focus,2014,7299,Manual,45310,Petrol,20,60.1,1.0
 Focus,2018,10999,Manual,20254,Petrol,145,60.1,1.0
 Focus,2017,9299,Manual,39904,Petrol,20,61.4,1.0
 Focus,2015,8499,Manual,46301,Diesel,0,74.3,1.5
 Focus,2018,12399,Manual,18227,Diesel,145,80.7,1.5
 Focus,2019,15999,Manual,5153,Petrol,145,60.1,1.0
 Focus,2017,11250,Manual,6746,Petrol,20,60.1,1.0
 Focus,2017,10400,Manual,25400,Diesel,0,74.3,1.5
 Focus,2017,10800,Automatic,22965,Petrol,125,51.4,1.0
 Focus,2017,11000,Manual,27878,Diesel,0,74.3,1.5
 Focus,2016,10495,Manual,8311,Diesel,0,74.3,1.5
 Focus,2015,8500,Manual,41904,Petrol,20,60.1,1.0
 Focus,2017,11000,Manual,14621,Diesel,0,74.3,1.5
 Focus,2015,8350,Manual,46935,Petrol,20,60.1,1.0
 Focus,2017,16500,Manual,19709,Petrol,145,41.5,2.0
 Focus,2015,7700,Manual,54803,Petrol,20,60.1,1.0
 Focus,2017,10500,Manual,30933,Petrol,145,60.1,1.0
 Focus,2015,8300,Manual,18381,Petrol,20,60.1,1.0
 Focus,2017,9650,Manual,23300,Petrol,20,60.1,1.0
 Focus,2017,11500,Automatic,34468,Diesel,0,67.3,1.5
 Focus,2017,11100,Automatic,42500,Diesel,145,67.3,1.5
 Focus,2017,12199,Manual,17954,Diesel,150,74.3,1.5
 Focus,2017,11999,Manual,12485,Petrol,150,60.1,1.0
 Focus,2017,10800,Manual,40000,Diesel,0,74.3,1.5
 Focus,2017,11200,Manual,14341,Diesel,0,74.3,1.5
 Focus,2017,10700,Manual,26715,Petrol,150,60.1,1.0
 Focus,2016,9800,Manual,27861,Petrol,20,60.1,1.0
 Focus,2015,10500,Automatic,6693,Petrol,165,44.8,1.6
 Focus,2016,10200,Manual,12427,Petrol,20,61.4,1.0
 Focus,2017,15900,Manual,30884,Diesel,20,67.3,2.0
 Focus,2016,10100,Manual,38638,Diesel,0,74.3,1.5
 Focus,2016,10800,Automatic,15903,Petrol,125,51.4,1.0
 Focus,2015,9100,Manual,38379,Diesel,0,74.3,1.5
 Focus,2017,10295,Manual,46713,Petrol,20,60.1,1.0
 Focus,2017,10995,Manual,24449,Petrol,150,60.1,1.0
 Focus,2017,9650,Manual,27000,Petrol,150,61.4,1.0
 Focus,2017,12489,Manual,13530,Diesel,150,74.3,1.5
 Focus,2018,14295,Manual,10585,Petrol,145,57.7,1.0
 Focus,2011,4495,Manual,77000,Petrol,145,47.9,1.6
 Focus,2011,4695,Manual,67000,Petrol,145,47.9,1.6
 Focus,2015,12200,Manual,38773,Diesel,20,67.3,2.0
 Focus,2017,11800,Manual,16612,Diesel,0,74.3,1.5
 Focus,2014,8100,Manual,39612,Diesel,20,67.3,1.6
 Focus,2017,10150,Manual,29301,Diesel,0,74.3,1.5
 Focus,2015,9489,Manual,38000,Diesel,0,74.3,1.5
 Focus,2017,10789,Automatic,22000,Petrol,150,51.4,1.0
 Focus,2017,10989,Manual,20000,Petrol,150,60.1,1.0
 Focus,2017,12299,Manual,12100,Petrol,150,60.1,1.0
 Focus,2017,10989,Manual,11256,Petrol,150,60.1,1.0
 Focus,2018,13489,Semi-Auto,3549,Diesel,150,74.3,1.5
 Focus,2016,10489,Automatic,12416,Petrol,125,51.4,1.0
 Focus,2019,14489,Manual,13765,Petrol,145,58.9,1.0
 Focus,2019,17289,Manual,12030,Petrol,145,60.1,1.0
 Focus,2016,9800,Manual,44162,Diesel,20,70.6,2.0
 Focus,2015,8000,Manual,50000,Petrol,20,60.1,1.0
 Focus,2017,11500,Automatic,20733,Petrol,150,51.4,1.0
 Focus,2017,10999,Manual,16714,Diesel,145,74.3,1.5
 Focus,2019,16999,Manual,3211,Petrol,145,60.1,1.0
 Focus,2019,24999,Manual,6746,Petrol,145,34.5,2.3
 Focus,2018,13989,Manual,7534,Petrol,145,57.7,1.0
 Focus,2017,12289,Manual,14112,Petrol,145,60.1,1.0
 Focus,2018,11889,Manual,9610,Petrol,150,60.1,1.0
 Focus,2016,11489,Manual,19942,Diesel,0,74.3,1.5
 Focus,2019,16989,Manual,2120,Petrol,145,60.1,1.0
 Focus,2017,10200,Manual,27912,Diesel,0,74.3,1.5
 Focus,2017,10200,Manual,43234,Diesel,0,74.3,1.5
 Focus,2017,10300,Manual,51186,Petrol,125,51.4,1.5
 Focus,2017,10700,Manual,18483,Petrol,20,60.1,1.0
 Focus,2018,17489,Manual,9028,Petrol,145,41.5,2.0
 Focus,2017,15289,Manual,23815,Petrol,145,41.5,2.0
 Focus,2019,17989,Automatic,15623,Diesel,145,74.3,1.5
 Focus,2017,10489,Manual,3960,Petrol,20,60.1,1.0
 Focus,2019,15789,Manual,8800,Petrol,150,60.1,1.0
 Focus,2019,18000,Manual,881,Petrol,150,60.1,1.0
 Focus,2017,8289,Manual,43839,Petrol,20,61.4,1.0
 Focus,2017,8949,Manual,43931,Petrol,20,61.4,1.0
 Focus,2017,9989,Manual,31856,Petrol,145,60.1,1.0
 Focus,2016,9689,Manual,31432,Petrol,20,60.1,1.0
 Focus,2015,10500,Manual,22249,Petrol,20,60.1,1.0
 Focus,2018,13000,Manual,24716,Diesel,150,74.3,1.5
 Focus,2017,13000,Manual,15362,Diesel,150,74.3,1.5
 Focus,2018,18000,Automatic,8607,Petrol,145,47.9,1.5
 Focus,2018,12500,Manual,18605,Petrol,145,57.7,1.0
 Focus,2017,10700,Manual,44901,Diesel,150,74.3,1.5
 Focus,2017,11200,Manual,23898,Diesel,0,74.3,1.5
 Focus,2017,11800,Manual,13601,Petrol,20,60.1,1.0
 Focus,2018,13500,Manual,25535,Diesel,150,74.3,1.5
 Focus,2014,7800,Manual,40857,Diesel,125,57.7,2.0
 Focus,2019,18500,Automatic,7892,Petrol,150,51.4,1.0
 Focus,2018,13500,Manual,11941,Petrol,145,57.7,1.0
 Focus,2016,12000,Manual,25060,Petrol,125,51.4,1.5
 Focus,2018,17000,Automatic,16556,Diesel,145,74.3,1.5
 Focus,2018,12989,Manual,17989,Diesel,145,74.3,1.5
 Focus,2018,16289,Manual,8724,Diesel,145,80.7,1.5
 Focus,2019,18139,Manual,17522,Petrol,145,50.4,1.5
 Focus,2017,10789,Manual,21847,Petrol,145,60.1,1.0
 Focus,2019,17249,Manual,7956,Diesel,145,74.3,1.5
 Focus,2019,18489,Manual,9567,Diesel,145,57.7,1.5
 Focus,2017,10989,Manual,17161,Petrol,145,61.4,1.0
 Focus,2016,10489,Manual,24121,Petrol,20,61.4,1.0
 Focus,2017,12300,Automatic,27823,Diesel,0,67.3,1.5
 Focus,2018,18000,Automatic,14557,Diesel,145,74.3,1.5
 Focus,2019,16000,Manual,6348,Petrol,145,60.1,1.0
